"","fips","sector","Y2015","Y2016","Y2017","Y2018","Y2019","Y2020","Y2021","Y2022","Y2023","Y2024","Y2025","Y2026","Y2027","Y2028","Y2029","Y2030","Y2031","Y2032","Y2033","Y2034","Y2035","Y2036","Y2037","Y2038","Y2039","Y2040","Y2041","Y2042","Y2043","Y2044","Y2045","Y2046","Y2047","Y2048","Y2049","Y2050","Y2051","Y2052","Y2053","Y2054","Y2055","Y2056","Y2057","Y2058","Y2059","Y2060","Y2061","Y2062","Y2063","Y2064","Y2065","Y2066","Y2067","Y2068","Y2069","Y2070"
"338",12097,"dp",35.79,37.3968278978955,38.9141151323253,38.8656601099363,39.0815158979627,40.0777632061165,42.2576737709043,40.7397209504643,44.8942495872777,43.380321780598,44.5330587756044,43.039622671715,46.3157924689799,45.1644579051869,46.5661739826774,49.2428572036518,46.5640441509898,47.9825959354836,49.3462766244959,50.6526031409265,48.5120732888539,48.9763678019533,49.5932731186259,53.3230523251375,49.2441215151583,53.6366932855191,54.2654494090619,52.3079320623562,54.8742007139438,58.6188217491232,56.4967424439902,55.1098085566591,58.8923587316211,58.5722713283157,57.2111636757981,60.4368052738839,62.4985356028384,65.8719823969201,62.4407957457773,60.137557872409,61.5803227685777,62.0208475371968,61.4722738886661,66.7288261848089,67.1642324313927,70.7928311055132,63.6802662575304,70.1090415249759,69.5352186596417,70.8797861997676,72.3429982316355,66.2570047568771,65.6595804150237,66.0187189037555,67.4877688740636,67.9211592949971
"339",12099,"dp",174.55,170.837549274701,175.39076434552,175.62657951749,174.182525091821,173.869830185112,186.694225122419,176.768341830224,190.592430503945,179.73720420935,187.046446943828,184.744299443235,184.432637888648,187.040055922523,185.429355769151,195.826588923863,185.617566708708,189.548119426406,194.420961428026,200.739223739314,188.031000284113,186.224831828772,188.605511393668,208.49959219912,183.217543469667,195.708922675355,198.609882531393,196.370441466815,197.895589440512,210.577646262937,201.020497248851,195.391705329657,211.836254539617,203.518643034622,205.582395979956,212.180348678287,213.988023760715,217.936097447538,222.435758515817,207.413635296032,211.18908468411,216.775868907099,210.757854066528,221.540499250523,223.478564672384,235.464298698469,205.232103438711,224.148065024429,231.121952994763,227.739814619456,232.468151764868,219.2005776156,212.966870588398,214.428886851651,216.110657349498,218.333853251211
"340",12101,"dp",35.41,38.5929648269244,41.1991369995246,40.6438451530904,39.4234165400356,40.9673325320912,42.2551690383301,40.0417181457197,45.8336496452093,42.9315780316615,43.4735004776592,39.9922343947181,43.6078365435086,43.1516123917949,45.1576309513808,49.1099002638351,42.9348774018748,43.729587409142,45.5227715052943,46.1277114200707,44.758952072483,44.8944075664378,45.6244448676308,47.6872743429946,43.0789565555461,47.1805465799171,48.8339938557276,44.1427687969597,48.593690735259,53.5971626540539,51.5758504846742,47.9254435765479,51.6728908025311,51.5393264321412,48.7957575141855,52.1676837012576,52.2769536687763,58.2355797963815,51.0082936937699,50.7077797424117,52.2549577096265,50.1914108800292,50.4550385593342,56.4796248918572,54.4886337793993,60.2694314851426,52.3771176385958,59.515934573038,57.7093818866482,56.9498670458175,61.9431368125989,54.294625612418,53.0244212117245,51.503245703798,53.1291232646038,53.697354853151
"341",12103,"dp",50.82,55.8640910971666,59.4689063629624,58.2658004393543,55.6789586428841,56.4930162236001,59.5024668141498,54.4219645653696,64.1365983974376,58.8619759895765,58.7351283180137,51.0852875069786,56.1831743498783,55.3626740789151,58.7142733949315,64.4532592205942,54.8916786398699,56.1982579626358,56.820980387245,57.5686619740495,54.8441470309191,55.1418410870356,56.1768098097476,57.4810774164587,50.5424460081525,57.557213999778,58.1863109582658,50.5355605299322,57.3604166758742,64.5070688977283,61.1821320444673,55.596896642802,60.5903643339269,60.1755299528642,55.518543232453,59.5710712508852,60.2388001363462,67.9322188507611,57.9010829870202,56.7546128286841,58.5125575515818,56.2276885029176,55.2774155450132,63.1439977568311,60.3501597622463,69.2312813996292,56.2751770477902,65.5919260492855,63.2188437739728,62.6871498703586,69.4365457746347,58.7499670868878,56.1591646744471,53.5471928064787,55.816401233056,55.6758823301603
"342",12105,"dp",51.11,52.782413090606,55.2901758882756,54.4699100219171,52.986037495896,53.4716808965315,56.5352979647032,52.6755917487274,59.4183295803147,55.7614426914767,56.7154453711807,52.8976620636515,56.9656964839468,54.7946601372768,56.7526801611282,60.2013117865796,54.2873609531888,55.4366782641143,57.6243424229265,58.5575006223071,55.047461899554,54.5593869213972,55.0574562732638,58.6248016397161,52.9138953128149,58.5926270263254,58.8344855212172,55.0073370169701,58.2211821545394,63.2305908086114,59.9202724316751,57.2865297473624,61.5655341042651,60.1774513939244,58.2508268570179,61.9177835696292,62.6030734427053,67.3794878003461,61.6702459595272,59.4350683623469,60.9766318544665,59.5664623402421,58.8738369543852,65.6925760596142,64.5601008541397,70.4408252918958,60.5886518300337,68.5417177097095,67.2499650371886,68.1109060697581,70.6997826246378,61.8922973133539,60.2896911682631,60.4638089873001,61.4500845583324,62.2492340670553
"343",12107,"dp",3.43,4.06557427679905,4.19902500561098,4.05431276478123,3.96219982057609,4.22258203711266,4.350878188234,4.00212895929879,4.45832056386557,4.05719345348547,4.44322323714046,3.6973306181849,4.19177535988137,4.10338355037583,4.1840435454056,4.59726596682831,4.00069347943798,3.91877414596849,4.53967992441424,4.61877166386562,4.0502899138352,4.15964314466852,4.19171199611354,4.52887584564543,4.03570097320922,4.38330811958127,4.22486537738032,3.93301338018582,4.62488550328383,5.02904401543777,4.70140664410472,4.27461843318032,4.59240954180636,4.60261745797624,4.14353379911427,4.80088296186444,4.90977553463518,5.9388761371107,4.58327527510978,4.45895997103053,4.68359333430328,4.23876922649178,4.52957673154906,5.23400419952753,5.27047305768472,5.70906587355823,4.65135958102104,5.73797165665438,5.26534154569292,5.31395727095726,5.47943948908085,4.56361751254605,4.83421937312484,4.25524210119905,4.5102344913094,5.05434529122149
"344",12109,"dp",12.05,14.0878654170167,14.5832050632871,14.29323310404,14.489646590974,15.0917789770274,15.8796575669164,14.9082688633931,16.2825277128148,15.1295906402257,16.62853216702,14.4706574427571,16.0025689078299,15.944923686255,16.0843366891385,17.7617076932104,16.2204434134328,16.0642280686807,17.8663684569966,18.5819267719619,16.6478129362953,16.9104094716022,17.3280080845709,18.7525105160606,17.1462957601654,18.2521596672962,17.7880540798831,16.825891723873,19.470142000395,20.9419398130194,19.7329163042017,18.5438389332494,19.5528542039556,19.8086587696937,18.1219971742779,20.5775940015028,21.4030530486915,25.2559036143728,20.2868855601941,19.8638190446431,20.6969431281284,19.2709845313284,20.3995546018161,23.0029906078718,23.2536619245578,24.7940110186639,20.8626574913908,24.9858975027683,23.552982317454,23.5744280694837,24.054809843112,20.7626667636229,21.8219959089952,19.3943985054528,20.8522164167892,22.7022803335016
"345",12111,"dp",22.46,22.2016155549097,22.9587432772335,22.7479602853622,23.0441065951559,22.8505461346388,25.7429774454217,23.0447897344486,26.3575388377551,24.3097744359335,25.6915554864139,25.2012085809938,25.6592026621709,26.1052539115882,25.6399597855401,27.9590208736261,25.1865147609468,26.9333588735099,27.4426136909629,29.7165194067907,26.3066425380868,25.8851878407047,26.5071247137306,31.5044175090964,25.61254404195,28.1077963306186,29.3549100910936,28.3855791517322,29.0114647966151,32.3271914620546,29.8224639312331,28.040365912051,32.5437987956414,30.5317654999116,31.0440205598633,31.9967692677794,33.4850150172503,33.9346932037236,34.900638713748,31.1535373602226,32.2834773587314,34.5518382478082,32.769883255181,35.0015712094202,35.9227051187822,39.1346007044773,30.7730925412411,36.3727518479351,37.5769514766735,36.419880154793,38.0865507952396,34.6903557724168,33.1545626384957,33.9559448523258,34.2470058353766,34.9043902380641
"346",12113,"dp",11.98,13.8541817982845,13.694540484346,13.8775937963461,12.3014721402457,14.9728750505878,13.1167865809114,14.0742558666002,14.0833630160594,14.6272522136203,14.382409193493,14.1163969699183,15.1571207801725,14.5196981179244,14.4754211118212,16.0262962525916,14.2545955741069,13.8204178561305,16.3519162564356,15.080268470414,16.0869694217603,16.2237346701307,14.2352357423642,16.1274938578104,15.5430254959866,16.4583166101039,16.5445852797797,16.0519456835265,17.6769002003531,16.494638424472,15.9656317021266,17.3799797053059,17.4316224280519,16.6793764019076,15.3990509785193,17.5013837157594,16.6405101312619,18.6355283221424,17.84094535993,16.8806530730043,17.8198422954991,16.0343208166067,16.7396258750423,18.3517391363919,17.531371547449,18.3666337636999,16.9268284849151,20.1160920211322,17.5895620161606,20.6458870342949,18.2935307133107,18.1142301624444,20.2865693827813,17.3653559292057,16.3466153937831,19.7595432480526
"347",12115,"dp",23.55,24.2855994100973,26.0192276300822,25.9611900546821,24.8682757085101,24.7561046226678,26.853182165995,24.34371122999,28.6120422482624,27.4928262025401,27.4004604069452,24.8757673258639,26.7794140416489,26.2241360731116,27.5798658289695,30.2504980196333,26.4983633954427,27.2565621569026,28.4371080978273,30.0343265382963,27.3090682665594,26.1896208528175,27.663943914272,28.9516187196458,25.5327930953371,29.0643341762477,29.9242928290396,26.6102915468498,28.8779640819331,32.4513021567738,30.6369513451411,28.3801334950264,30.4145196686874,29.8174977617646,29.1473599875907,30.9592938537737,31.9668403198703,34.8496240199468,30.6310852144723,30.3057954340373,30.4883433193037,30.5090077742148,29.6918396891926,33.6090789142061,32.4132240520114,38.855522303217,29.6844940585883,35.0911584609761,34.9156477302581,36.003149183859,38.6067422090144,31.7525038828921,30.6031000725539,30.1300643870305,30.6593277572916,31.0059408052292
